Found 2517 video directories; workers=8; fps=auto; dry_run=False
[1/2517] actionclipautoautotrain00005: frames=281, subjects=5, fps=24.995 (ffprobe:actionclipautoautotrain00005.avi), written=281
[1285/2517] actioncliptrain00475: frames=301, subjects=5, fps=23.976 (ffprobe:actioncliptrain00475.avi), written=301
[1286/2517] actioncliptrain00478: frames=196, subjects=5, fps=25 (ffprobe:actioncliptrain00478.avi), written=196
[1287/2517] actioncliptrain00483: frames=96, subjects=5, fps=25 (ffprobe:actioncliptrain00483.avi), written=96
[1288/2517] actioncliptrain00479: frames=236, subjects=4, fps=25 (ffprobe:actioncliptrain00479.avi), written=236
[1289/2517] actioncliptrain00481: frames=145, subjects=5, fps=25 (ffprobe:actioncliptrain00481.avi), written=145
[1290/2517] actioncliptrain00477: frames=395, subjects=5, fps=23.976 (ffprobe:actioncliptrain00477.avi), written=395
[1291/2517] actioncliptrain00482: frames=223, subjects=5, fps=25 (ffprobe:actioncliptrain00482.avi), written=223
[1292/2517] actioncliptrain00484: frames=214, subjects=5, fps=25 (ffprobe:actioncliptrain00484.avi), written=214
[1293/2517] actioncliptrain00487: frames=140, subjects=5, fps=25 (ffprobe:actioncliptrain00487.avi), written=140
[1294/2517] actioncliptrain00467: frames=863, subjects=5, fps=23.976 (ffprobe:actioncliptrain00467.avi), written=863
[1295/2517] actioncliptrain00486: frames=187, subjects=5, fps=25 (ffprobe:actioncliptrain00486.avi), written=187
[1296/2517] actioncliptrain00465: frames=810, subjects=5, fps=23.976 (ffprobe:actioncliptrain00465.avi), written=810
[1297/2517] actioncliptrain00485: frames=253, subjects=5, fps=25 (ffprobe:actioncliptrain00485.avi), written=253
[1298/2517] actioncliptrain00490: frames=277, subjects=5, fps=25 (ffprobe:actioncliptrain00490.avi), written=277
[1299/2517] actioncliptrain00492: frames=327, subjects=5, fps=25 (ffprobe:actioncliptrain00492.avi), written=327
[1300/2517] actioncliptrain00493: frames=317, subjects=4, fps=25 (ffprobe:actioncliptrain00493.avi), written=317
[1301/2517] actioncliptrain00496: frames=168, subjects=5, fps=25 (ffprobe:actioncliptrain00496.avi), written=168
[1302/2517] actioncliptrain00495: frames=418, subjects=5, fps=25 (ffprobe:actioncliptrain00495.avi), written=418
[1303/2517] actioncliptrain00489: frames=584, subjects=4, fps=25 (ffprobe:actioncliptrain00489.avi), written=584
[1304/2517] actioncliptrain00499: frames=160, subjects=5, fps=25 (ffprobe:actioncliptrain00499.avi), written=160
[1305/2517] actioncliptrain00494: frames=575, subjects=5, fps=25 (ffprobe:actioncliptrain00494.avi), written=575
[1306/2517] actioncliptrain00488: frames=628, subjects=5, fps=25 (ffprobe:actioncliptrain00488.avi), written=628
[1307/2517] actioncliptrain00498: frames=294, subjects=5, fps=25 (ffprobe:actioncliptrain00498.avi), written=294
[1308/2517] actioncliptrain00491: frames=655, subjects=5, fps=25 (ffprobe:actioncliptrain00491.avi), written=655
[1309/2517] actioncliptrain00502: frames=181, subjects=5, fps=25 (ffprobe:actioncliptrain00502.avi), written=181
[1310/2517] actioncliptrain00503: frames=176, subjects=5, fps=25 (ffprobe:actioncliptrain00503.avi), written=176
[1311/2517] actioncliptrain00505: frames=141, subjects=3, fps=25 (ffprobe:actioncliptrain00505.avi), written=141
[1312/2517] actioncliptrain00500: frames=344, subjects=4, fps=25 (ffprobe:actioncliptrain00500.avi), written=344
[1313/2517] actioncliptrain00501: frames=315, subjects=5, fps=25 (ffprobe:actioncliptrain00501.avi), written=315
[1314/2517] actioncliptrain00507: frames=128, subjects=5, fps=25 (ffprobe:actioncliptrain00507.avi), written=128
[1315/2517] actioncliptrain00497: frames=591, subjects=5, fps=25 (ffprobe:actioncliptrain00497.avi), written=591
[1316/2517] actioncliptrain00506: frames=217, subjects=5, fps=25 (ffprobe:actioncliptrain00506.avi), written=217
[1317/2517] actioncliptrain00508: frames=199, subjects=5, fps=25 (ffprobe:actioncliptrain00508.avi), written=199
[1318/2517] actioncliptrain00512: frames=147, subjects=5, fps=25 (ffprobe:actioncliptrain00512.avi), written=147
[1319/2517] actioncliptrain00504: frames=422, subjects=5, fps=25 (ffprobe:actioncliptrain00504.avi), written=422
[1320/2517] actioncliptrain00514: frames=105, subjects=5, fps=25 (ffprobe:actioncliptrain00514.avi), written=105
[1321/2517] actioncliptrain00513: frames=180, subjects=5, fps=25 (ffprobe:actioncliptrain00513.avi), written=180
[1322/2517] actioncliptrain00509: frames=376, subjects=5, fps=25 (ffprobe:actioncliptrain00509.avi), written=376
[1323/2517] actioncliptrain00518: frames=135, subjects=4, fps=25 (ffprobe:actioncliptrain00518.avi), written=135
[1324/2517] actioncliptrain00515: frames=254, subjects=5, fps=25 (ffprobe:actioncliptrain00515.avi), written=254
[1325/2517] actioncliptrain00511: frames=398, subjects=4, fps=25 (ffprobe:actioncliptrain00511.avi), written=398
[1326/2517] actioncliptrain00516: frames=282, subjects=4, fps=25 (ffprobe:actioncliptrain00516.avi), written=282
[1327/2517] actioncliptrain00520: frames=205, subjects=5, fps=25 (ffprobe:actioncliptrain00520.avi), written=205
[1328/2517] actioncliptrain00522: frames=146, subjects=5, fps=25 (ffprobe:actioncliptrain00522.avi), written=146
[1329/2517] actioncliptrain00524: frames=111, subjects=5, fps=25 (ffprobe:actioncliptrain00524.avi), written=111
[1330/2517] actioncliptrain00523: frames=142, subjects=5, fps=25 (ffprobe:actioncliptrain00523.avi), written=142
[1331/2517] actioncliptrain00517: frames=450, subjects=5, fps=25 (ffprobe:actioncliptrain00517.avi), written=450
[1332/2517] actioncliptrain00525: frames=201, subjects=5, fps=25 (ffprobe:actioncliptrain00525.avi), written=201
[1333/2517] actioncliptrain00527: frames=151, subjects=5, fps=25 (ffprobe:actioncliptrain00527.avi), written=151
[1334/2517] actioncliptrain00531: frames=106, subjects=4, fps=25 (ffprobe:actioncliptrain00531.avi), written=106
[1335/2517] actioncliptrain00526: frames=304, subjects=5, fps=25 (ffprobe:actioncliptrain00526.avi), written=304
[1336/2517] actioncliptrain00530: frames=210, subjects=5, fps=25 (ffprobe:actioncliptrain00530.avi), written=210
[1337/2517] actioncliptrain00532: frames=132, subjects=4, fps=25 (ffprobe:actioncliptrain00532.avi), written=132
[1338/2517] actioncliptrain00510: frames=910, subjects=5, fps=25 (ffprobe:actioncliptrain00510.avi), written=910
[1339/2517] actioncliptrain00536: frames=92, subjects=5, fps=23.976 (ffprobe:actioncliptrain00536.avi), written=92
[1340/2517] actioncliptrain00521: frames=735, subjects=5, fps=25 (ffprobe:actioncliptrain00521.avi), written=735
[1341/2517] actioncliptrain00535: frames=207, subjects=5, fps=23.976 (ffprobe:actioncliptrain00535.avi), written=207
[1342/2517] actioncliptrain00537: frames=120, subjects=5, fps=23.976 (ffprobe:actioncliptrain00537.avi), written=120
[1343/2517] actioncliptrain00528: frames=560, subjects=5, fps=25 (ffprobe:actioncliptrain00528.avi), written=560
[1344/2517] actioncliptrain00538: frames=133, subjects=5, fps=23.976 (ffprobe:actioncliptrain00538.avi), written=133
[1345/2517] actioncliptrain00533: frames=367, subjects=5, fps=25 (ffprobe:actioncliptrain00533.avi), written=367
[1346/2517] actioncliptrain00539: frames=139, subjects=5, fps=23.976 (ffprobe:actioncliptrain00539.avi), written=139
[1347/2517] actioncliptrain00540: frames=154, subjects=5, fps=23.976 (ffprobe:actioncliptrain00540.avi), written=154
[1348/2517] actioncliptrain00534: frames=434, subjects=5, fps=25 (ffprobe:actioncliptrain00534.avi), written=434
[1349/2517] actioncliptrain00529: frames=743, subjects=4, fps=25 (ffprobe:actioncliptrain00529.avi), written=743
[1350/2517] actioncliptrain00542: frames=168, subjects=5, fps=23.976 (ffprobe:actioncliptrain00542.avi), written=168
[1351/2517] actioncliptrain00541: frames=208, subjects=5, fps=23.976 (ffprobe:actioncliptrain00541.avi), written=208
[1352/2517] actioncliptrain00519: frames=1116, subjects=5, fps=25 (ffprobe:actioncliptrain00519.avi), written=1116
[1353/2517] actioncliptrain00543: frames=181, subjects=5, fps=25 (ffprobe:actioncliptrain00543.avi), written=181
[1354/2517] actioncliptrain00548: frames=105, subjects=5, fps=25 (ffprobe:actioncliptrain00548.avi), written=105
[1355/2517] actioncliptrain00545: frames=161, subjects=5, fps=25 (ffprobe:actioncliptrain00545.avi), written=161
[1356/2517] actioncliptrain00549: frames=125, subjects=5, fps=25 (ffprobe:actioncliptrain00549.avi), written=125
[1357/2517] actioncliptrain00546: frames=157, subjects=5, fps=25 (ffprobe:actioncliptrain00546.avi), written=157
[1358/2517] actioncliptrain00544: frames=281, subjects=5, fps=25 (ffprobe:actioncliptrain00544.avi), written=281
[1359/2517] actioncliptrain00551: frames=134, subjects=5, fps=25 (ffprobe:actioncliptrain00551.avi), written=134
[1360/2517] actioncliptrain00550: frames=167, subjects=5, fps=25 (ffprobe:actioncliptrain00550.avi), written=167
[1361/2517] actioncliptrain00547: frames=202, subjects=5, fps=25 (ffprobe:actioncliptrain00547.avi), written=202
[1362/2517] actioncliptrain00555: frames=128, subjects=5, fps=25 (ffprobe:actioncliptrain00555.avi), written=128
[1363/2517] actioncliptrain00553: frames=172, subjects=5, fps=25 (ffprobe:actioncliptrain00553.avi), written=172
[1364/2517] actioncliptrain00554: frames=158, subjects=5, fps=25 (ffprobe:actioncliptrain00554.avi), written=158
[1365/2517] actioncliptrain00557: frames=119, subjects=5, fps=25 (ffprobe:actioncliptrain00557.avi), written=119
[1366/2517] actioncliptrain00556: frames=191, subjects=5, fps=25 (ffprobe:actioncliptrain00556.avi), written=191
[1367/2517] actioncliptrain00558: frames=164, subjects=5, fps=25 (ffprobe:actioncliptrain00558.avi), written=164
[1368/2517] actioncliptrain00559: frames=147, subjects=5, fps=25 (ffprobe:actioncliptrain00559.avi), written=147
[1369/2517] actioncliptrain00560: frames=204, subjects=5, fps=25 (ffprobe:actioncliptrain00560.avi), written=204
[1370/2517] actioncliptrain00564: frames=136, subjects=5, fps=25 (ffprobe:actioncliptrain00564.avi), written=136
[1371/2517] actioncliptrain00566: frames=134, subjects=5, fps=25 (ffprobe:actioncliptrain00566.avi), written=134
[1372/2517] actioncliptrain00563: frames=213, subjects=5, fps=25 (ffprobe:actioncliptrain00563.avi), written=213
[1373/2517] actioncliptrain00561: frames=235, subjects=5, fps=25 (ffprobe:actioncliptrain00561.avi), written=235
[1374/2517] actioncliptrain00562: frames=322, subjects=5, fps=25 (ffprobe:actioncliptrain00562.avi), written=322
[1375/2517] actioncliptrain00568: frames=131, subjects=4, fps=23.976 (ffprobe:actioncliptrain00568.avi), written=131
[1376/2517] actioncliptrain00567: frames=177, subjects=4, fps=25 (ffprobe:actioncliptrain00567.avi), written=177
[1377/2517] actioncliptrain00570: frames=134, subjects=5, fps=23.976 (ffprobe:actioncliptrain00570.avi), written=134
[1378/2517] actioncliptrain00572: frames=85, subjects=5, fps=23.976 (ffprobe:actioncliptrain00572.avi), written=85
[1379/2517] actioncliptrain00569: frames=161, subjects=5, fps=23.976 (ffprobe:actioncliptrain00569.avi), written=161
[1380/2517] actioncliptrain00573: frames=113, subjects=5, fps=23.976 (ffprobe:actioncliptrain00573.avi), written=113
[1381/2517] actioncliptrain00575: frames=82, subjects=5, fps=23.976 (ffprobe:actioncliptrain00575.avi), written=82
[1382/2517] actioncliptrain00574: frames=128, subjects=5, fps=23.976 (ffprobe:actioncliptrain00574.avi), written=128
[1383/2517] actioncliptrain00577: frames=85, subjects=5, fps=23.976 (ffprobe:actioncliptrain00577.avi), written=85
[1384/2517] actioncliptrain00565: frames=375, subjects=5, fps=25 (ffprobe:actioncliptrain00565.avi), written=375
[1385/2517] actioncliptrain00576: frames=139, subjects=5, fps=23.976 (ffprobe:actioncliptrain00576.avi), written=139
[1386/2517] actioncliptrain00578: frames=127, subjects=4, fps=23.976 (ffprobe:actioncliptrain00578.avi), written=127
[1387/2517] actioncliptrain00581: frames=64, subjects=5, fps=23.976 (ffprobe:actioncliptrain00581.avi), written=64
[1388/2517] actioncliptrain00580: frames=95, subjects=5, fps=23.976 (ffprobe:actioncliptrain00580.avi), written=95
[1389/2517] actioncliptrain00582: frames=72, subjects=5, fps=23.976 (ffprobe:actioncliptrain00582.avi), written=72
[1390/2517] actioncliptrain00571: frames=327, subjects=5, fps=23.976 (ffprobe:actioncliptrain00571.avi), written=327
[1391/2517] actioncliptrain00584: frames=121, subjects=5, fps=23.976 (ffprobe:actioncliptrain00584.avi), written=121
[1392/2517] actioncliptrain00587: frames=91, subjects=5, fps=23.976 (ffprobe:actioncliptrain00587.avi), written=91
[1393/2517] actioncliptrain00586: frames=156, subjects=5, fps=23.976 (ffprobe:actioncliptrain00586.avi), written=156
[1394/2517] actioncliptrain00579: frames=291, subjects=5, fps=23.976 (ffprobe:actioncliptrain00579.avi), written=291
[1395/2517] actioncliptrain00585: frames=192, subjects=5, fps=23.976 (ffprobe:actioncliptrain00585.avi), written=192
[1396/2517] actioncliptrain00583: frames=214, subjects=5, fps=23.976 (ffprobe:actioncliptrain00583.avi), written=214
[1397/2517] actioncliptrain00588: frames=189, subjects=5, fps=23.976 (ffprobe:actioncliptrain00588.avi), written=189
[1398/2517] actioncliptrain00592: frames=97, subjects=5, fps=23.976 (ffprobe:actioncliptrain00592.avi), written=97
[1399/2517] actioncliptrain00593: frames=113, subjects=5, fps=23.976 (ffprobe:actioncliptrain00593.avi), written=113
[1400/2517] actioncliptrain00552: frames=1120, subjects=5, fps=25 (ffprobe:actioncliptrain00552.avi), written=1120
[1401/2517] actioncliptrain00595: frames=173, subjects=5, fps=23.976 (ffprobe:actioncliptrain00595.avi), written=173
[1402/2517] actioncliptrain00594: frames=194, subjects=5, fps=23.976 (ffprobe:actioncliptrain00594.avi), written=194
[1403/2517] actioncliptrain00596: frames=145, subjects=5, fps=23.976 (ffprobe:actioncliptrain00596.avi), written=145
[1404/2517] actioncliptrain00597: frames=144, subjects=5, fps=23.976 (ffprobe:actioncliptrain00597.avi), written=144
[1405/2517] actioncliptrain00599: frames=107, subjects=5, fps=23.976 (ffprobe:actioncliptrain00599.avi), written=107
[1406/2517] actioncliptrain00589: frames=374, subjects=5, fps=23.976 (ffprobe:actioncliptrain00589.avi), written=374
[1407/2517] actioncliptrain00600: frames=124, subjects=5, fps=23.976 (ffprobe:actioncliptrain00600.avi), written=124
[1408/2517] actioncliptrain00601: frames=124, subjects=5, fps=23.976 (ffprobe:actioncliptrain00601.avi), written=124
[1409/2517] actioncliptrain00604: frames=108, subjects=5, fps=23.976 (ffprobe:actioncliptrain00604.avi), written=108
[1410/2517] actioncliptrain00598: frames=254, subjects=5, fps=23.976 (ffprobe:actioncliptrain00598.avi), written=254
[1411/2517] actioncliptrain00591: frames=451, subjects=5, fps=23.976 (ffprobe:actioncliptrain00591.avi), written=451
[1412/2517] actioncliptrain00603: frames=181, subjects=5, fps=23.976 (ffprobe:actioncliptrain00603.avi), written=181
[1413/2517] actioncliptrain00602: frames=168, subjects=5, fps=23.976 (ffprobe:actioncliptrain00602.avi), written=168
[1414/2517] actioncliptrain00606: frames=104, subjects=5, fps=23.976 (ffprobe:actioncliptrain00606.avi), written=104
[1415/2517] actioncliptrain00590: frames=487, subjects=5, fps=23.976 (ffprobe:actioncliptrain00590.avi), written=487
[1416/2517] actioncliptrain00605: frames=142, subjects=5, fps=23.976 (ffprobe:actioncliptrain00605.avi), written=142
[1417/2517] actioncliptrain00608: frames=220, subjects=5, fps=23.976 (ffprobe:actioncliptrain00608.avi), written=220
[1418/2517] actioncliptrain00612: frames=176, subjects=5, fps=29.97 (ffprobe:actioncliptrain00612.avi), written=176
[1419/2517] actioncliptrain00614: frames=205, subjects=5, fps=29.97 (ffprobe:actioncliptrain00614.avi), written=205
[1420/2517] actioncliptrain00613: frames=230, subjects=5, fps=29.97 (ffprobe:actioncliptrain00613.avi), written=230
[1421/2517] actioncliptrain00609: frames=258, subjects=5, fps=23.976 (ffprobe:actioncliptrain00609.avi), written=258
[1422/2517] actioncliptrain00615: frames=96, subjects=5, fps=29.97 (ffprobe:actioncliptrain00615.avi), written=96
[1423/2517] actioncliptrain00616: frames=82, subjects=5, fps=29.97 (ffprobe:actioncliptrain00616.avi), written=82
[1424/2517] actioncliptrain00607: frames=432, subjects=5, fps=23.976 (ffprobe:actioncliptrain00607.avi), written=432
[1425/2517] actioncliptrain00619: frames=157, subjects=5, fps=29.97 (ffprobe:actioncliptrain00619.avi), written=157
[1426/2517] actioncliptrain00610: frames=436, subjects=5, fps=23.976 (ffprobe:actioncliptrain00610.avi), written=436
[1427/2517] actioncliptrain00621: frames=119, subjects=5, fps=29.97 (ffprobe:actioncliptrain00621.avi), written=119
[1428/2517] actioncliptrain00618: frames=247, subjects=5, fps=29.97 (ffprobe:actioncliptrain00618.avi), written=247
[1429/2517] actioncliptrain00623: frames=164, subjects=5, fps=25 (ffprobe:actioncliptrain00623.avi), written=164
[1430/2517] actioncliptrain00620: frames=329, subjects=5, fps=29.97 (ffprobe:actioncliptrain00620.avi), written=329
[1431/2517] actioncliptrain00624: frames=194, subjects=5, fps=25 (ffprobe:actioncliptrain00624.avi), written=194
[1432/2517] actioncliptrain00625: frames=161, subjects=5, fps=25 (ffprobe:actioncliptrain00625.avi), written=161
[1433/2517] actioncliptrain00626: frames=182, subjects=5, fps=25 (ffprobe:actioncliptrain00626.avi), written=182
[1434/2517] actioncliptrain00627: frames=161, subjects=5, fps=25 (ffprobe:actioncliptrain00627.avi), written=161
[1435/2517] actioncliptrain00611: frames=756, subjects=5, fps=29.97 (ffprobe:actioncliptrain00611.avi), written=756
[1436/2517] actioncliptrain00628: frames=153, subjects=5, fps=25 (ffprobe:actioncliptrain00628.avi), written=153
[1437/2517] actioncliptrain00622: frames=552, subjects=5, fps=25 (ffprobe:actioncliptrain00622.avi), written=552
[1438/2517] actioncliptrain00634: frames=144, subjects=5, fps=25 (ffprobe:actioncliptrain00634.avi), written=144
[1439/2517] actioncliptrain00617: frames=793, subjects=5, fps=29.97 (ffprobe:actioncliptrain00617.avi), written=793
[1440/2517] actioncliptrain00632: frames=355, subjects=5, fps=25 (ffprobe:actioncliptrain00632.avi), written=355
[1441/2517] actioncliptrain00631: frames=421, subjects=5, fps=25 (ffprobe:actioncliptrain00631.avi), written=421
[1442/2517] actioncliptrain00636: frames=177, subjects=4, fps=25 (ffprobe:actioncliptrain00636.avi), written=177
[1443/2517] actioncliptrain00635: frames=220, subjects=5, fps=25 (ffprobe:actioncliptrain00635.avi), written=220
[1444/2517] actioncliptrain00633: frames=389, subjects=5, fps=25 (ffprobe:actioncliptrain00633.avi), written=389
[1445/2517] actioncliptrain00640: frames=126, subjects=4, fps=23.976 (ffprobe:actioncliptrain00640.avi), written=126
[1446/2517] actioncliptrain00639: frames=162, subjects=5, fps=23.976 (ffprobe:actioncliptrain00639.avi), written=162
[1447/2517] actioncliptrain00642: frames=94, subjects=5, fps=23.976 (ffprobe:actioncliptrain00642.avi), written=94
[1448/2517] actioncliptrain00643: frames=77, subjects=5, fps=23.976 (ffprobe:actioncliptrain00643.avi), written=77
[1449/2517] actioncliptrain00637: frames=368, subjects=5, fps=25 (ffprobe:actioncliptrain00637.avi), written=368
[1450/2517] actioncliptrain00641: frames=148, subjects=5, fps=23.976 (ffprobe:actioncliptrain00641.avi), written=148
[1451/2517] actioncliptrain00630: frames=753, subjects=5, fps=25 (ffprobe:actioncliptrain00630.avi), written=753
[1452/2517] actioncliptrain00644: frames=111, subjects=4, fps=23.976 (ffprobe:actioncliptrain00644.avi), written=111
[1453/2517] actioncliptrain00638: frames=316, subjects=5, fps=23.976 (ffprobe:actioncliptrain00638.avi), written=316
[1454/2517] actioncliptrain00645: frames=150, subjects=5, fps=23.976 (ffprobe:actioncliptrain00645.avi), written=150
[1455/2517] actioncliptrain00649: frames=146, subjects=5, fps=23.976 (ffprobe:actioncliptrain00649.avi), written=146
[1456/2517] actioncliptrain00646: frames=189, subjects=5, fps=23.976 (ffprobe:actioncliptrain00646.avi), written=189
[1457/2517] actioncliptrain00647: frames=178, subjects=4, fps=23.976 (ffprobe:actioncliptrain00647.avi), written=178
[1458/2517] actioncliptrain00650: frames=225, subjects=5, fps=23.976 (ffprobe:actioncliptrain00650.avi), written=225
[1459/2517] actioncliptrain00655: frames=118, subjects=5, fps=23.976 (ffprobe:actioncliptrain00655.avi), written=118
[1460/2517] actioncliptrain00652: frames=207, subjects=5, fps=23.976 (ffprobe:actioncliptrain00652.avi), written=207
[1461/2517] actioncliptrain00651: frames=241, subjects=5, fps=23.976 (ffprobe:actioncliptrain00651.avi), written=241
[1462/2517] actioncliptrain00656: frames=151, subjects=5, fps=23.976 (ffprobe:actioncliptrain00656.avi), written=151
[1463/2517] actioncliptrain00653: frames=243, subjects=5, fps=23.976 (ffprobe:actioncliptrain00653.avi), written=243
[1464/2517] actioncliptrain00629: frames=987, subjects=5, fps=25 (ffprobe:actioncliptrain00629.avi), written=987
[1465/2517] actioncliptrain00657: frames=125, subjects=5, fps=23.976 (ffprobe:actioncliptrain00657.avi), written=125
[1466/2517] actioncliptrain00658: frames=215, subjects=5, fps=23.976 (ffprobe:actioncliptrain00658.avi), written=215
[1467/2517] actioncliptrain00654: frames=315, subjects=5, fps=23.976 (ffprobe:actioncliptrain00654.avi), written=315
[1468/2517] actioncliptrain00663: frames=161, subjects=5, fps=23.976 (ffprobe:actioncliptrain00663.avi), written=161
[1469/2517] actioncliptrain00662: frames=180, subjects=5, fps=23.976 (ffprobe:actioncliptrain00662.avi), written=180
[1470/2517] actioncliptrain00661: frames=276, subjects=5, fps=23.976 (ffprobe:actioncliptrain00661.avi), written=276
[1471/2517] actioncliptrain00648: frames=638, subjects=5, fps=23.976 (ffprobe:actioncliptrain00648.avi), written=638
[1472/2517] actioncliptrain00666: frames=115, subjects=5, fps=25 (ffprobe:actioncliptrain00666.avi), written=115
[1473/2517] actioncliptrain00659: frames=419, subjects=5, fps=23.976 (ffprobe:actioncliptrain00659.avi), written=419
[1474/2517] actioncliptrain00664: frames=252, subjects=5, fps=23.976 (ffprobe:actioncliptrain00664.avi), written=252
[1475/2517] actioncliptrain00667: frames=195, subjects=5, fps=25 (ffprobe:actioncliptrain00667.avi), written=195
[1476/2517] actioncliptrain00669: frames=155, subjects=5, fps=25 (ffprobe:actioncliptrain00669.avi), written=155
[1477/2517] actioncliptrain00673: frames=71, subjects=5, fps=25 (ffprobe:actioncliptrain00673.avi), written=71
[1478/2517] actioncliptrain00670: frames=137, subjects=5, fps=25 (ffprobe:actioncliptrain00670.avi), written=137
[1479/2517] actioncliptrain00660: frames=566, subjects=5, fps=23.976 (ffprobe:actioncliptrain00660.avi), written=566
[1480/2517] actioncliptrain00665: frames=388, subjects=5, fps=23.976 (ffprobe:actioncliptrain00665.avi), written=388
[1481/2517] actioncliptrain00671: frames=215, subjects=5, fps=25 (ffprobe:actioncliptrain00671.avi), written=215
[1482/2517] actioncliptrain00678: frames=147, subjects=5, fps=25 (ffprobe:actioncliptrain00678.avi), written=147
[1483/2517] actioncliptrain00679: frames=176, subjects=5, fps=25 (ffprobe:actioncliptrain00679.avi), written=176
[1484/2517] actioncliptrain00676: frames=263, subjects=5, fps=25 (ffprobe:actioncliptrain00676.avi), written=263
[1485/2517] actioncliptrain00681: frames=59, subjects=5, fps=25 (ffprobe:actioncliptrain00681.avi), written=59
[1486/2517] actioncliptrain00677: frames=290, subjects=4, fps=25 (ffprobe:actioncliptrain00677.avi), written=290
[1487/2517] actioncliptrain00668: frames=512, subjects=5, fps=25 (ffprobe:actioncliptrain00668.avi), written=512
[1488/2517] actioncliptrain00672: frames=491, subjects=5, fps=25 (ffprobe:actioncliptrain00672.avi), written=491
[1489/2517] actioncliptrain00682: frames=229, subjects=5, fps=25 (ffprobe:actioncliptrain00682.avi), written=229
[1490/2517] actioncliptrain00675: frames=483, subjects=5, fps=25 (ffprobe:actioncliptrain00675.avi), written=483
[1491/2517] actioncliptrain00680: frames=341, subjects=5, fps=25 (ffprobe:actioncliptrain00680.avi), written=341
[1492/2517] actioncliptrain00685: frames=202, subjects=5, fps=25 (ffprobe:actioncliptrain00685.avi), written=202
[1493/2517] actioncliptrain00689: frames=127, subjects=5, fps=25 (ffprobe:actioncliptrain00689.avi), written=127
[1494/2517] actioncliptrain00683: frames=346, subjects=5, fps=25 (ffprobe:actioncliptrain00683.avi), written=346
[1495/2517] actioncliptrain00686: frames=227, subjects=5, fps=25 (ffprobe:actioncliptrain00686.avi), written=227
[1496/2517] actioncliptrain00687: frames=152, subjects=5, fps=25 (ffprobe:actioncliptrain00687.avi), written=152
[1497/2517] actioncliptrain00688: frames=209, subjects=5, fps=25 (ffprobe:actioncliptrain00688.avi), written=209
[1498/2517] actioncliptrain00693: frames=130, subjects=4, fps=23.976 (ffprobe:actioncliptrain00693.avi), written=130
[1499/2517] actioncliptrain00691: frames=166, subjects=5, fps=25 (ffprobe:actioncliptrain00691.avi), written=166
[1500/2517] actioncliptrain00692: frames=166, subjects=5, fps=25 (ffprobe:actioncliptrain00692.avi), written=166
[1501/2517] actioncliptrain00694: frames=178, subjects=5, fps=23.976 (ffprobe:actioncliptrain00694.avi), written=178
[1502/2517] actioncliptrain00690: frames=286, subjects=5, fps=25 (ffprobe:actioncliptrain00690.avi), written=286
[1503/2517] actioncliptrain00695: frames=149, subjects=5, fps=23.976 (ffprobe:actioncliptrain00695.avi), written=149
[1504/2517] actioncliptrain00684: frames=574, subjects=5, fps=25 (ffprobe:actioncliptrain00684.avi), written=574
[1505/2517] actioncliptrain00696: frames=167, subjects=5, fps=23.976 (ffprobe:actioncliptrain00696.avi), written=167
[1506/2517] actioncliptrain00701: frames=109, subjects=5, fps=23.976 (ffprobe:actioncliptrain00701.avi), written=109
[1507/2517] actioncliptrain00698: frames=197, subjects=5, fps=23.976 (ffprobe:actioncliptrain00698.avi), written=197
[1508/2517] actioncliptrain00700: frames=181, subjects=5, fps=23.976 (ffprobe:actioncliptrain00700.avi), written=181
[1509/2517] actioncliptrain00702: frames=184, subjects=5, fps=23.976 (ffprobe:actioncliptrain00702.avi), written=184
[1510/2517] actioncliptrain00697: frames=277, subjects=4, fps=23.976 (ffprobe:actioncliptrain00697.avi), written=277
[1511/2517] actioncliptrain00674: frames=1076, subjects=5, fps=25 (ffprobe:actioncliptrain00674.avi), written=1076
[1512/2517] actioncliptrain00703: frames=179, subjects=5, fps=23.976 (ffprobe:actioncliptrain00703.avi), written=179
[1513/2517] actioncliptrain00699: frames=271, subjects=5, fps=23.976 (ffprobe:actioncliptrain00699.avi), written=271
[1514/2517] actioncliptrain00706: frames=117, subjects=5, fps=23.976 (ffprobe:actioncliptrain00706.avi), written=117
[1515/2517] actioncliptrain00708: frames=118, subjects=5, fps=23.976 (ffprobe:actioncliptrain00708.avi), written=118
[1516/2517] actioncliptrain00704: frames=237, subjects=5, fps=23.976 (ffprobe:actioncliptrain00704.avi), written=237
[1517/2517] actioncliptrain00705: frames=145, subjects=5, fps=23.976 (ffprobe:actioncliptrain00705.avi), written=145
[1518/2517] actioncliptrain00709: frames=154, subjects=5, fps=23.976 (ffprobe:actioncliptrain00709.avi), written=154
[1519/2517] actioncliptrain00711: frames=87, subjects=4, fps=23.976 (ffprobe:actioncliptrain00711.avi), written=87
[1520/2517] actioncliptrain00712: frames=92, subjects=5, fps=23.976 (ffprobe:actioncliptrain00712.avi), written=92
[1521/2517] actioncliptrain00707: frames=206, subjects=5, fps=23.976 (ffprobe:actioncliptrain00707.avi), written=206
[1522/2517] actioncliptrain00718: frames=111, subjects=4, fps=23.976 (ffprobe:actioncliptrain00718.avi), written=111
[1523/2517] actioncliptrain00717: frames=143, subjects=5, fps=23.976 (ffprobe:actioncliptrain00717.avi), written=143
